,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Luxury,Age,Education,Inc_cat
0,7557.658333333333,3956.5833333333335,1246.3333333333333,563.3333333333334,1257.0,14.0,889.9166666666666,26,14,8
1,5285.083333333333,2584.3333333333335,1229.6666666666667,455.0,257.3333333333333,155.0,642.3333333333334,62,14,7
3,11409.0,5496.25,864.3333333333334,1213.3333333333333,1117.0,383.6666666666667,2301.5833333333335,39,12,9
4,4528.95,2839.433333333333,911.1666666666666,628.3333333333334,935.0,0.0,364.9333333333331,43,15,6
5,10600.716666666667,6033.433333333333,3705.3333333333335,1018.3333333333334,111.66666666666667,128.33333333333334,1198.0999999999997,60,13,9
6,2135.0,2379.5833333333335,489.0,853.3333333333334,582.6666666666666,99.66666666666667,454.5833333333333,51,15,3
7,990.1999999999999,503.3333333333333,150.0,303.3333333333333,0.0,0.0,50.0,87,13,0
8,1375.0833333333333,1714.45,790.0,411.6666666666667,92.66666666666667,96.0,420.1166666666668,87,13,1
9,5307.008333333333,1452.3166666666666,730.6666666666666,342.3333333333333,0.0,0.0,379.3166666666666,79,10,7
10,5520.2,3984.1666666666665,1361.6666666666667,736.6666666666666,575.0,88.33333333333333,1310.8333333333333,26,15,7
11,13357.35,33229.08666666666,7461.833333333333,526.0,9405.0,611.6666666666666,15836.253333333332,56,15,10
12,1604.0,1694.6666666666667,1058.0,216.66666666666666,65.0,72.66666666666667,355.0,56,10,1
13,10304.300000000001,7128.116666666666,2322.0,830.0,481.6666666666667,364.6666666666667,3494.4499999999994,49,15,9
14,3862.7833333333333,3849.133333333333,1987.0,1040.0,100.0,61.0,722.1333333333332,46,15,5
15,1096.2833333333333,2649.6666666666665,1441.3333333333333,448.6666666666667,386.0,35.333333333333336,373.6666666666667,27,15,0
16,2200.4166666666665,2768.3333333333335,677.6666666666666,390.0,384.0,82.66666666666667,1316.6666666666667,81,14,3
17,4084.4833333333336,3514.35,1546.6666666666667,931.6666666666666,306.6666666666667,84.66666666666667,729.3499999999998,50,15,5
18,14123.966666666667,7599.445666666667,2790.6666666666665,530.0,952.0,157.66666666666666,3326.779000000001,66,15,10
19,3025.9166666666665,3097.183333333333,740.0,910.0,250.0,111.0,1197.1833333333332,62,13,4
20,2934.7666666666664,2750.866666666667,591.0,533.3333333333334,1231.0,20.0,395.5333333333335,26,15,4
21,1906.8333333333333,2381.0833333333335,1137.6666666666667,346.6666666666667,298.3333333333333,68.0,598.4166666666666,46,13,2
22,15437.633333333333,11919.833333333334,5293.25,1950.0,859.3333333333334,656.6666666666666,3817.25,45,16,10
23,10752.866666666667,7590.866666666666,4060.0,441.3333333333333,1063.3333333333333,178.66666666666666,2026.1999999999996,51,15,9
24,1716.0,2125.6666666666665,643.0,281.6666666666667,629.3333333333334,65.33333333333333,571.6666666666666,76,12,2
25,13908.800000000001,5468.7789999999995,2469.3333333333335,996.6666666666666,296.0,96.0,1706.7789999999998,56,16,10
26,1824.5,1394.0,514.0,301.6666666666667,67.66666666666667,79.66666666666667,510.6666666666667,75,14,2
27,3046.566666666667,1887.8999999999999,1196.3333333333333,43.333333333333336,343.3333333333333,35.0,304.8999999999999,65,10,4
28,1715.8333333333333,1134.75,739.0,160.33333333333334,18.0,0.0,217.41666666666666,26,11,2
29,3115.433333333333,2961.066666666667,933.3333333333334,780.0,362.3333333333333,64.66666666666667,885.4000000000002,65,14,4
30,5026.433333333333,2413.35,1245.3333333333333,281.6666666666667,107.33333333333333,206.66666666666666,779.0166666666668,51,15,7
31,5114.75,4909.666666666667,2316.6666666666665,1191.6666666666667,554.0,2.0,847.3333333333334,69,14,7
32,1274.0,1200.0,973.3333333333334,151.66666666666666,0.0,0.0,75.0,55,15,1
33,1480.8333333333333,1171.25,448.3333333333333,355.3333333333333,170.0,91.66666666666667,197.58333333333334,34,12,1
34,3575.9500000000003,1995.75,1003.3333333333334,346.6666666666667,250.0,100.0,395.75,28,12,5
35,503.2166666666667,872.6666666666666,586.6666666666666,236.0,30.0,0.0,20.0,70,12,0
36,5209.683333333333,3177.65,1488.6666666666667,398.6666666666667,601.3333333333334,115.66666666666667,688.9833333333336,47,13,7
37,8149.75,6154.916666666667,1797.6666666666667,975.0,727.3333333333334,149.33333333333334,2654.9166666666665,45,16,8
38,1955.0833333333333,1103.0,105.33333333333333,476.6666666666667,226.33333333333334,50.0,294.6666666666667,39,11,2
39,6044.75,4147.666666666667,1664.0,586.6666666666666,771.3333333333334,212.0,1125.6666666666667,54,15,7
